spd2,id,dil1,allowed_voters,spd1,pir2,voters,fdp2,cdu1,invalid2,pir1,votes1,invalid1,cdu2,gru2,name,fdp1,votes2,gru1,dil2,turnout,voters_rate,allowed_voters_rate
3049983,0,201637,13262049,3290561,609176,7901268,670082,2545309,107273,617926,7780610,120658,2050321,884298,Nordrhein-Westfalen,372727,7793995,723581,194428,0.5957803353011288,1.0,1.0
