spd2,id,dil1,allowed_voters,spd1,pir2,voters,fdp2,cdu1,desc,invalid2,pir1,votes1,invalid1,cdu2,gru2,name,fdp1,votes2,gru1,dil2,search,city,turnout,voters_rate,allowed_voters_rate,votes_needed,impact,below,above
23021,22,1285,111069,23613,5000,70501,9824,25471,"Vom Rheinisch-Bergischen Kreis die Gemeinden Burscheid, Kürten, Leichlingen (Rhld.), Odenthal, Overath und Wermelskirchen",973,4897,69566,935,19448,7980,Rheinisch-Bergischer Kreis II,8071,69528,6229,1234,"rheinisch-bergischer kreis ii rheinisch-bergischen kreis  n burscheid, kürten, leichlingen (rhld.), odenthal, overath und wermelskirchen",Rheinisch-Bergischer,0.63,0.008922745058134974,0.008374950205658266,25471,1.1,78,49
21700,23,1268,110797,23233,4805,65486,6406,27580,"Vom Oberbergischen Kreis die Gemeinden Gummersbach, Hückeswagen, Lindlar, Marienheide, Radevormwald und Wipperfürth",1003,4918,64411,1075,20990,6241,Oberbergischer Kreis I,2698,64483,4325,1197,"oberbergischer kreis i oberbergischen kreis  n gummersbach, hückeswagen, lindlar, marienheide, radevormwald und wipperfürth",Oberbergischer,0.58,0.008288036806244264,0.008354440554396986,27580,1.0,52,75
19624,24,1132,99184,22641,4167,55766,4962,20728,"Vom Oberbergischen Kreis die Gemeinden Bergneustadt, Engelskirchen, Morsbach, Nümbrecht, Reichshof, Waldbröl und Wiehl",893,4059,54776,990,17032,5353,Oberbergischer Kreis II,2658,54873,3558,1127,"oberbergischer kreis ii oberbergischen kreis  n bergneu, engelskirchen, morsbach, nümbrecht, reichshof, waldbröl und wiehl",Oberbergischer,0.55,0.007057854511453098,0.007478784009921845,22641,1.5,109,18
23883,25,1413,122738,24509,6357,74040,8067,24267,"Vom Rhein-Sieg-Kreis die Gemeinden Eitorf, Hennef (Sieg), Lohmar, Much, Neunkirchen-Seelscheid, Ruppichteroth und Windeck",1134,6553,72573,1467,20047,10198,Rhein-Sieg-Kreis I,5064,72906,10388,1405,"rhein-sieg-kreis i rhein-sieg-kreis  n eitorf, hennef (sieg), lohmar, much, neunkirchen-seelscheid, ruppichteroth und windeck",Rhein-Sieg-Kreis,0.59,0.009370647850446282,0.009254829325393081,24509,1.2,90,37
18079,26,1029,91342,18687,4153,58033,7758,21121,"Vom Rhein-Sieg-Kreis die Gemeinden Bad Honnef, Königswinter und Sankt Augustin",742,4144,57071,962,16540,7637,Rhein-Sieg-Kreis II,4431,57291,6725,1014,"rhein-sieg-kreis ii rhein-sieg-kreis  n bad honnef, königswinter und sankt augustin",Rhein-Sieg-Kreis,0.62,0.007344770484939886,0.006887472667308046,21121,1.7,121,6
22769,27,1310,121552,25052,5782,78119,10597,31433,"Vom Rhein-Sieg-Kreis die Gemeinden Alfter, Bornheim, Meckenheim, Rheinbach, Swisttal und Wachtberg",1170,5636,76783,1336,23946,9415,Rhein-Sieg-Kreis III,4944,76949,7449,1251,"rhein-sieg-kreis iii rhein-sieg-kreis  n alfter, bornheim, meckenheim, rheinbach, swisttal und wachtberg",Rhein-Sieg-Kreis,0.63,0.009886894103579324,0.009165401213643534,31433,0.8,26,101
22835,28,1501,110389,24737,5487,64668,6607,22429,"Vom Rhein-Sieg-Kreis die Gemeinden Niederkassel, Siegburg und Troisdorf",942,5469,63570,1098,17293,7463,Rhein-Sieg-Kreis IV,3344,63726,5796,1423,"rhein-sieg-kreis iv rhein-sieg-kreis  n niekassel, siegburg und troisdorf",Rhein-Sieg-Kreis,0.58,0.00818450911929579,0.008323676077505067,24737,1.2,86,41
22705,29,1811,114709,32994,5789,73181,8676,20367,"Von der kreisfreien Stadt Bonn die Kommunalwahlbezirke 01 bis 08, 13 und 14 sowie 31 bis 37",864,4678,72098,1083,15219,14394,Bonn I,3992,72317,7722,2307,"bonn i  en  bonn  e 01 bis 08, 13 und 14 sowie 31 bis 37",Bonn,0.63,0.009261931122953936,0.008649417597537153,32994,0.7,15,112
21280,30,1639,110306,27144,5145,73790,11507,24123,"Von der kreisfreien Stadt Bonn die Kommunalwahlbezirke 09 bis 12, 16 und 17 sowie 21 bis 27 und 41 bis 43",748,4975,72778,1012,17688,12235,Bonn II,6830,73042,7744,1727,"bonn ii  en  bonn  e 09 bis 12, 16 und 17 sowie 21 bis 27 und 41 bis 43",Bonn,0.66,0.009339007359325111,0.008317417617745192,27144,1.0,59,68
18038,31,1705,83104,21185,3903,44693,3904,11107,"Von der kreisfreien Stadt Wuppertal die Stadtbezirke 6 Oberbarmen, 7 Heckinghausen, 8 Langerfeld-Beyenburg und 9 Ronsdorf sowie vom Stadtbezirk 5 Barmen der Kommunalwahlbezirk 52 Sedansberg",697,4138,43853,840,8799,5334,Wuppertal I,2287,43996,3431,1598,"wuppertal i  en  wuppertal  bezirke 6 oberbarmen, 7 heckinghausen, 8 langerfeld-beyenburg und 9 ronsdorf sowie  bezirk 5 barmen   52 sedansberg",Wuppertal,0.53,0.005656433878714151,0.006266301685357971,21185,1.7,120,7
20118,32,2238,90595,23884,4223,51697,4812,12183,"Von der kreisfreien Stadt Wuppertal der Stadtbezirk 2 Uellendahl-Katernberg, vom Stadtbezirk 0 Elberfeld die Kommunalwahlbezirke 01 Elberfeld-Mitte, 02 Hombüchel, 03 Höchsten, 04 Ostersbaum sowie der Stadtbezirk 5 Barmen ohne den Kommunalwahlbezirk 52 Sedansberg",719,4458,50831,866,9308,7782,Wuppertal II,2666,50978,5402,2247,"wuppertal ii  en  wuppertal  bezirk 2 uellendahl-katernberg,  bezirk 0 elberfeld  e 01 elberfeld-mitte, 02 hombüchel, 03 höchsten, 04 ostersbaum sowie  bezirk 5 barmen ohne den  52 sedansberg",Wuppertal,0.56,0.006542873877964904,0.0068311465294691644,23884,1.3,96,31
20364,33,1673,87820,23430,4196,52623,5325,13965,"Von der kreisfreien Stadt Wuppertal die Stadtbezirke 1 Elberfeld-West, 3 Vohwinkel und 4 Cronenberg sowie vom Stadtbezirk 0 Elberfeld die Kommunalwahlbezirke 05 Grifflenberg und 06 Friedrichsberg, von der kreisfreien Stadt Solingen der Stadtbezirk Gräfrath",675,4459,51753,870,10483,7468,Wuppertal III - Solingen II,2922,51948,5304,1545,"wuppertal iii - solingen ii  en  wuppertal  bezirke 1 elberfeld-west, 3 vohwinkel und 4 cronenberg sowie  bezirk 0 elberfeld  e 05 grifflenberg und 06 friedrichsberg,   en  solingen  bezirk gräfrath",Wuppertal,0.59,0.006660070257077725,0.006621902844726331,23430,1.4,99,28
21503,34,1358,99927,22280,5580,58229,5842,17668,Kreisfreie Stadt Solingen ohne den Stadtbezirk Gräfrath,810,5467,57298,931,13334,6708,Solingen I,2850,57419,7246,1472,solingen ie  solingen ohne den bezirk gräfrath,Solingen,0.57,0.007369576629978884,0.007534808535242178,22280,1.5,110,17
16425,35,1380,79758,18794,3723,43936,4348,13230,Kreisfreie Stadt Remscheid,652,4185,43180,756,10188,4373,Remscheid,2588,43284,3003,1222,remscheide  remscheid,Remscheid,0.54,0.005560626471599242,0.006014002813592379,18794,2.1,126,1
22882,36,1186,103661,23672,4554,62632,6356,23224,"Vom Kreis Mettmann die Gemeinden Langenfeld (Rhld.) und Monheim am Rhein sowie die Gemeinde Hilden mit Ausnahme der Wahlbezirke 3090, 3100, 3170, 3180 und 3200 bis 3230",764,4683,61759,873,17272,6856,Mettmann I,2920,61868,6074,1214,"mettmann i kreis mettmann  n langenfeld (rhld.) und monheim am rhein sowie   hilden mit ausnahme  e 3090, 3100, 3170, 3180 und 3200 bis 3230",Mettmann,0.6,0.007926828959604965,0.00781636382130695,23672,1.3,97,30
21026,37,1159,92076,22745,4267,58528,7217,19674,"Vom Kreis Mettmann die Gemeinden Erkrath und Haan, von der Gemeinde Hilden die Wahlbezirke 3090, 3100, 3170, 3180 und 3200 bis 3230 sowie die Gemeinde Mettmann ohne die Kommunalwahlbezirke 5020, 5150, 5160, 5170, 5180, 5190 und 5200",749,4330,57647,881,14931,6848,Mettmann II,3659,57779,6080,1117,"mettmann ii kreis mettmann  n erkrath und haan,    hilden  e 3090, 3100, 3170, 3180 und 3200 bis 3230 sowie   mettmann ohne  e 5020, 5150, 5160, 5170, 5180, 5190 und 5200",Mettmann,0.63,0.007407418657359806,0.006942818564461646,22745,1.4,107,20
20084,38,1063,88501,21966,3969,55936,7236,20563,Vom Kreis Mettmann die Gemeinden Heiligenhaus und Ratingen,643,3895,55164,772,15273,5771,Mettmann III,3221,55293,4456,989,mettmann iii kreis mettmann  n heiligenhaus und ratingen,Mettmann,0.62,0.007079370045415495,0.0066732523760091676,21966,1.5,115,12
21562,39,1488,87775,22266,4249,53114,4899,17342,"Vom Kreis Mettmann die Gemeinden Velbert und Wülfrath sowie von der Gemeinde Mettmann die Kommunalwahlbezirke 5020, 5150, 5160, 5170, 5180, 5190 und 5200",786,4407,52163,951,12645,5057,Mettmann IV,2435,52328,4225,1460,"mettmann iv kreis mettmann  n velbert und wülfrath sowie    mettmann  e 5020, 5150, 5160, 5170, 5180, 5190 und 5200",Mettmann,0.59,0.006722212181639707,0.006618509703892664,22266,1.5,111,16
23816,40,1901,117611,26586,4822,73730,10909,25945,"Von der kreisfreien Stadt Düsseldorf die Stadtbezirke 1, 5 und 6",726,4622,72845,885,19526,9776,Düsseldorf I,6076,73004,7715,1920,"düsseldorf i  en  düsseldorf  bezirke 1, 5 und 6",Düsseldorf,0.62,0.009331413641456029,0.008868237479743891,26586,1.1,65,62
20545,41,1874,98997,23170,4509,58774,6969,18563,Von der kreisfreien Stadt Düsseldorf die Stadtbezirke 2 und 7 sowie vom Stadtbezirk 8 die Stadtteile Eller und Lierenfeld,677,4384,57993,781,14011,8165,Düsseldorf II,3324,58097,6678,1843,düsseldorf ii  en  düsseldorf  bezirke 2 und 7 sowie  bezirk 8  teile eller und lierenfeld,Düsseldorf,0.59,0.007438552900623039,0.007464683624679716,23170,1.4,104,23
20481,42,2098,103065,24024,4686,64267,8321,20795,Von der kreisfreien Stadt Düsseldorf die Stadtbezirke 3 und 4,535,4502,63619,648,15652,10472,Düsseldorf III,3991,63732,8209,2113,düsseldorf iii  en  düsseldorf  bezirke 3 und 4,Düsseldorf,0.62,0.00813375777153743,0.007771423556043263,24024,1.3,95,32
19785,43,1646,93255,22709,4039,54303,5382,18390,Von der kreisfreien Stadt Düsseldorf die Stadtbezirke 9 und 10 sowie vom Stadtbezirk 8 die Stadtteile Vennhausen und Unterbach,717,4018,53488,815,14561,6042,Düsseldorf IV,2755,53586,3970,1544,düsseldorf iv  en  düsseldorf  bezirke 9 und 10 sowie  bezirk 8  teile vennhausen und unterbach,Düsseldorf,0.57,0.0068726943574120005,0.0070317188543037356,22709,1.4,108,19
20725,44,1292,110089,23062,5303,63786,7286,22788,Vom Rhein-Kreis Neuss die Gemeinde Neuss,763,5497,62921,865,18975,6723,Rhein-Kreis Neuss I,5577,63023,4705,1285,rhein-kreis neuss i rhein-kreis neuss   neuss,Rhein-Kreis,0.57,0.008072881466620295,0.00830105513861395,23062,1.4,105,22
23002,45,1268,104046,24571,5169,63019,6071,23121,"Vom Rhein-Kreis Neuss die Gemeinden Dormagen, Grevenbroich und Rommerskirchen",986,5333,61884,1135,18433,4907,Rhein-Kreis Neuss II,3777,62033,3814,1063,"rhein-kreis neuss ii rhein-kreis neuss  n dormagen, grevenbroich und rommerskirchen",Rhein-Kreis,0.59,0.00797580843986054,0.007845394026217216,24571,1.2,88,39
24090,46,1178,118503,24485,5586,79599,11739,32188,"Vom Rhein-Kreis Neuss die Gemeinden Jüchen, Kaarst, Korschenbroich und Meerbusch",871,5605,78526,1073,25429,7749,Rhein-Kreis Neuss III,6550,78728,7503,1166,"rhein-kreis neuss iii rhein-kreis neuss  n jüchen, kaarst, korschenbroich und meerbusch",Rhein-Kreis,0.66,0.010074205811016663,0.008935497071380147,32188,0.7,21,106
16070,47,1275,81049,18474,3921,42172,3926,11982,"Von der kreisfreien Stadt Krefeld die Stadtbezirke 1 Krefeld-West, 4 Krefeld-Mitte, 5 Krefeld-Süd und 6 Krefeld-Fischeln",629,3584,41544,628,9349,5129,Krefeld I,1872,41543,3631,1342,"krefeld i  en  krefeld  bezirke 1 krefeld-west, 4 krefeld-mitte, 5 krefeld-süd und 6 krefeld-fischeln",Krefeld,0.51,0.005337371166248253,0.00611134825395382,18474,2.2,127,0
19402,48,1004,85868,21339,3976,52454,6239,17500,"Von der kreisfreien Stadt Krefeld die Stadtbezirke 2 Krefeld-Nord, 3 Krefeld-Hüls, 7 Krefeld-Oppum-Linn, 8 Krefeld-Ost und 9 Krefeld-Uerdingen",689,3833,51690,764,13270,5821,Krefeld II,3016,51765,4360,1046,"krefeld ii  en  krefeld  bezirke 2 krefeld-nord, 3 krefeld-hüls, 7 krefeld-oppum-linn, 8 krefeld-ost und 9 krefeld-uerdingen",Krefeld,0.6,0.006638681285079813,0.006474715935674796,21339,1.6,119,8
19757,49,1504,102010,21586,4218,52962,4806,17107,"Von der kreisfreien Stadt Mönchengladbach die Stadtbezirke 04 Volksgarten, 06 Rheydt-West, 07 Rheydt-Mitte, 08 Odenkirchen, 09 Giesenkirchen und 10 Wickrath",777,4507,52075,887,13995,5211,Mönchengladbach I,2590,52185,4781,1511,"mönchengladbach i  en  mönchengladbach  bezirke 04 volksgarten, 06 rheydt-west, 07 rheydt-mitte, 08 odenkirchen, 09 giesenkirchen und 10 wickrath",Mönchengladbach,0.51,0.006702974763038034,0.007691873254276168,21586,1.6,118,9
16846,50,1145,91287,16895,4035,49845,4905,19773,"Von der kreisfreien Stadt Mönchengladbach die Stadtbezirke 01 Rheindahlen, 02 Hardt, 03 Stadtmitte und 05 Neuwerk",730,3974,49059,786,15230,4666,Mönchengladbach II,2621,49115,4041,1066,"mönchengladbach ii  en  mönchengladbach  bezirke 01 rheindahlen, 02 hardt, 03 mitte und 05 neuwerk",Mönchengladbach,0.54,0.006308481119739262,0.006883325495178007,19773,1.9,124,3
22059,51,1372,110487,20948,5185,65553,7090,25844,"Vom Kreis Viersen die Gemeinden Schwalmtal, Viersen und Willich",951,5188,64520,1033,19903,6600,Viersen I,3594,64602,7111,1248,"viersen i kreis viersen  n schwalmtal, viersen und willich",Viersen,0.58,0.008296516457864738,0.008331065584209499,25844,1.1,73,54
24459,52,1407,117164,26291,5689,72946,8011,27764,"Vom Kreis Viersen die Gemeinden Brüggen, Grefrath, Kempen, Nettetal, Niederkrüchten und Tönisvorst",995,5621,71865,1081,22304,7250,Viersen II,4603,71951,5654,1320,"viersen ii kreis viersen  n brüggen, grefrath, kempen, nettetal, niekrüchten und tönisvorst",Viersen,0.61,0.009232189061300035,0.008834532280796127,27764,1.0,50,77
21597,53,1260,113047,22117,5466,69385,6452,30621,"Vom Kreis Kleve die Gemeinden Geldern, Issum, Kalkar, Kerken, Kevelaer, Rheurdt, Straelen, Uedem, Wachtendonk und Weeze",918,5413,68426,959,25442,5956,Kleve I,3510,68467,5505,1183,"kleve i kreis kleve  n geln, issum, kalkar, kerken, kevelaer, rheurdt, straelen, uedem, wachtendonk und weeze",Kleve,0.61,0.008781501905770062,0.008524097596080365,30621,0.8,30,97
22465,54,1289,112627,23195,4880,64365,5749,24859,"Vom Kreis Kleve die Gemeinden Bedburg-Hau, Emmerich am Rhein, Goch, Kleve, Kranenburg und Rees",933,4930,63374,991,21227,5780,Kleve II,3549,63432,5552,1270,"kleve ii kreis kleve  n bedburg-hau, emmerich am rhein, goch, kleve, kranenburg und rees",Kleve,0.56,0.008146160844056928,0.0084924282816328,24859,1.2,85,42
25612,55,1900,93482,27418,4788,50894,2083,10473,Von der kreisfreien Stadt Oberhausen die Stadtbezirke Alt-Oberhausen und Osterfeld,804,5444,49942,952,8389,4516,Oberhausen I,1377,50090,3330,1832,oberhausen i  en  oberhausen  bezirke alt-oberhausen und osterfeld,Oberhausen,0.53,0.0064412446204837,0.007048835364731347,27418,1.0,57,70
35453,56,2132,116874,38148,5668,71424,3865,16079,Von der kreisfreien Stadt Oberhausen der Stadtbezirk Sterkrade sowie vom Kreis Wesel die Gemeinde Dinslaken,918,6091,70356,1068,13079,7096,Oberhausen II - Wesel I,2289,70506,5617,1961,oberhausen ii - wesel i  en  oberhausen  bezirk sterkrade sowie  kreis wesel   dinslaken,Oberhausen,0.6,0.00903956175135434,0.00881266537320138,38148,0.5,1,126
25604,57,1251,98344,26552,4714,60080,4302,19042,"Vom Kreis Wesel die Gemeinden Alpen, Kamp-Lintfort, Rheinberg, Sonsbeck und Xanten sowie von der Gemeinde Neukirchen-Vluyn die Kommunalwahlbezirke 011.0 bis 019.2",784,5090,59217,863,15688,5474,Wesel II,2472,59296,4810,1243,"wesel ii kreis wesel  n alpen, kamp-lintfort, rheinberg, sonsbeck und xanten sowie    neukirchen-vluyn  e 011.0 bis 019.2",Wesel,0.6,0.007603842826240041,0.007415445381026718,26552,1.1,66,61
31733,58,1944,120467,33236,5548,75172,5941,24291,"Vom Kreis Wesel die Gemeinden Hamminkeln, Hünxe, Schermbeck, Voerde (Niederrhein) und Wesel",904,5765,74224,948,19596,6765,Wesel III,3132,74268,5615,1821,"wesel iii kreis wesel  n hamminkeln, hünxe, schermbeck, voerde (nierhein) und wesel",Wesel,0.62,0.00951391599424295,0.009083588817987326,33236,0.7,13,114
25852,59,1565,89145,25625,4275,53718,3773,13703,Vom Kreis Wesel die Gemeinde Moers sowie von der Gemeinde Neukirchen-Vluyn die Kommunalwahlbezirke 001.0 bis 010.0,730,5067,52862,856,10352,4997,Wesel IV,2096,52988,4806,1377,wesel iv kreis wesel   moers sowie    neukirchen-vluyn  e 001.0 bis 010.0,Wesel,0.59,0.006798655608188458,0.006721811991495432,25625,1.1,74,53
30003,60,2248,100866,31929,4410,61555,3662,13984,"Von der kreisfreien Stadt Duisburg der Stadtbezirk 700 Süd sowie vom Stadtbezirk 500 Mitte die Ortsteile 504 Duissern, 505 Neudorf-Nord, 506 Neudorf-Süd und 509 Wanheimerort",809,4882,60651,904,11303,6441,Duisburg I,2126,60746,5482,2003,"duisburg i  en  duisburg  bezirk 700 süd sowie  bezirk 500 mitte  ortsteile 504 duissern, 505 neudorf-nord, 506 neudorf-süd und 509 wanheimerort",Duisburg,0.6,0.007790521723854956,0.007605612073971375,31929,0.7,22,105
24265,61,1424,81559,26105,3624,45939,2361,9125,"Von der kreisfreien Stadt Duisburgder Stadtbezirk 600 Rheinhausen sowie vom Stadtbezirk 400 Homberg/Ruhrort/Baerl die Ortsteile 402 Alt-Homberg, 403 Hochheide und 404 Baerl",684,4306,45138,801,7421,3708,Duisburg II,1447,45255,2731,1372,"duisburg ii  en  duisburg bezirk 600 rheinhausen sowie  bezirk 400 homberg/ruhrort/baerl  ortsteile 402 alt-homberg, 403 hochheide und 404 baerl",Duisburg,0.55,0.005814130086462072,0.006149803850068718,26105,1.1,70,57
18023,62,1867,77088,20086,2987,35066,1443,5964,"Von der kreisfreien Stadt Duisburg der Stadtbezirk 300 Meiderich/Beeck, vom Stadtbezirk 400 Homberg/Ruhrort/Baerl der Ortsteil 401 Ruhrort sowie vom Stadtbezirk 500 Mitte die Ortsteile 501 Altstadt, 502 Neuenkamp, 503 Kaßlerfeld, 507 Dellviertel und 508 Hochfeld",616,3388,34374,692,4931,3151,Duisburg III,888,34450,2181,1714,"duisburg iii  en  duisburg  bezirk 300 meiich/beeck,  bezirk 400 homberg/ruhrort/baerl  ortsteil 401 ruhrort sowie  bezirk 500 mitte  ortsteile 501 alt, 502 neuenkamp, 503 kaßlerfeld, 507 dellviertel und 508 hochfeld",Duisburg,0.45,0.004438021846620062,0.005812676457461438,20086,1.8,123,4
20634,63,1782,80995,21928,2958,37911,1290,6956,Von der kreisfreien Stadt Duisburg die Stadtbezirke 100 Walsum und 200 Hamborn,639,3586,37189,722,5729,2527,Duisburg IV,985,37272,1952,1586,duisburg iv  en  duisburg  bezirke 100 walsum und 200 hamborn,Duisburg,0.46,0.004798090635578998,0.006107276484953419,21928,1.5,116,11
34793,64,1586,122782,44714,5446,76585,6761,16024,Die kreisfreie Stadt Mülheim an der Ruhr ohne den Kommunalwahlbezirk 11 Winkhausen,1031,4864,75607,978,14225,9359,Mülheim I,4141,75554,4278,1819,mülheim i e  mülheim an  ruhr ohne den  11 winkhausen,Mülheim,0.62,0.009692748050059813,0.009258147063097112,44714,0.4,0,127
29937,65,1791,108012,33461,4741,58578,2817,12415,Von der kreisfreien Stadt Essen die Stadtbezirke IV Borbeck und V Altenessen/Karnap/Vogelheim sowie von der kreisfreien Stadt Mülheim an der Ruhr der Kommunalwahlbezirk 11 Winkhausen,831,4996,57651,927,10323,4997,Essen I - Mülheim II,1608,57747,3380,1622,essen i - mülheim ii  en  essen  bezirke iv borbeck und v altenessen/karnap/vogelheim sowie   en  mülheim an  ruhr   11 winkhausen,Essen,0.53,0.00741374675558404,0.008144442838357783,33461,0.7,11,116
26923,66,1861,103210,29485,4445,55443,2830,12008,Von der kreisfreien Stadt Essen die Stadtbezirke VI Katernberg/Schonnebeck/Stoppenberg und VII Steele/Kray sowie vom Stadtbezirk I Stadtmitte/Frillendorf/Huttrop die Stadtteile 11 Huttrop und 36 Frillendorf,852,4797,54508,935,10116,5275,Essen II,1872,54591,3924,1758,essen ii  en  essen  bezirke vi katernberg/schonnebeck/stoppenberg und vii steele/kray sowie  bezirk i mitte/frillendorf/huttrop  teile 11 huttrop und 36 frillendorf,Essen,0.53,0.007016974996924544,0.007782357009840636,29485,0.9,38,89
23497,67,2125,96654,27484,4907,53541,3138,10838,"Von der kreisfreien Stadt Essen der Stadtbezirk III Essen-West sowie vom Stadtbezirk I Stadtmitte/Frillendorf/Huttrop die Stadtteile 1 Stadtkern, 2 Ostviertel, 3 Nordviertel, 4 Westviertel, 5 Südviertel und 6 Südostviertel",675,5163,52728,813,8872,7659,Essen III,1864,52866,5168,2131,"essen iii  en  essen  bezirk iii essen-west sowie  bezirk i mitte/frillendorf/huttrop  teile 1 kern, 2 ostviertel, 3 nordviertel, 4 westviertel, 5 südviertel und 6 südostviertel",Essen,0.55,0.006776254140474668,0.007288014091940092,27484,1.0,55,72
33573,68,1771,126694,37948,5528,88291,10266,27897,"Von der kreisfreien Stadt Essen die Stadtbezirke II Rüttenscheid/Bergerhausen/Rellinghausen/Stadtwald, VIII Essen-Ruhrhalbinsel und IX Werden/Kettwig/Bredeney",838,5474,87308,983,21081,12395,Essen IV,5323,87453,8895,1751,"essen iv  en  essen  bezirke ii rüttenscheid/bergerhausen/rellinghausen/wald, viii essen-ruhrhalbinsel und ix werden/kettwig/bredeney",Essen,0.69,0.011174282406317569,0.009553124106237279,37948,0.5,2,125
23485,69,1836,90464,24863,4778,52733,3059,14204,Vom Kreis Recklinghausendie Gemeinde Recklinghausen,769,5130,51829,904,11222,5012,Recklinghausen I,1707,51964,4089,1593,recklinghausen i kreis recklinghausen  recklinghausen,Recklinghausen,0.57,0.0066739920731710405,0.00682126871948671,24863,1.2,84,43
27790,70,1786,97797,28643,5039,56625,2985,13582,Vom Kreis Recklinghausen die Gemeinde Herten sowie die Gemeinde Marl ohne die Stadtteile Sinsen-Lenkerbeck und Hüls-Süd,811,5541,55667,958,11420,4096,Recklinghausen II,2028,55814,3373,1532,recklinghausen ii kreis recklinghausen   herten sowie   marl ohne  teile sinsen-lenkerbeck und hüls-süd,Recklinghausen,0.57,0.007166571238945445,0.007374199869115247,28643,0.9,44,83
26517,71,2054,95519,28172,4444,55990,3276,14316,"Vom Kreis Recklinghausen die Gemeinde Gladbeck sowie die Gemeinde Dorsten ohne die Stadtteile Deuten, Lembeck, Rhade und Wulfen",764,4633,55072,918,11934,4334,Recklinghausen III,1799,55226,3393,1697,"recklinghausen iii kreis recklinghausen   gladbeck sowie   dorsten ohne  teile deuten, lembeck, rhade und wulfen",Recklinghausen,0.58,0.007086204391497668,0.0072024315398020325,28172,0.9,47,80
26912,72,1912,103156,26845,5280,63743,3918,21550,"Vom Kreis Recklinghausen die Gemeinden Haltern am See und Oer-Erkenschwick, von der Gemeinde Datteln der Kreistagswahlbezirk I, von der Gemeinde Dorsten die Stadtteile Deuten, Lembeck, Rhade und Wulfen sowie von der Gemeinde Marl die Stadtteile Hüls-Süd und Sinsen-Lenkerbeck",846,5610,62808,935,16782,5844,Recklinghausen IV,1998,62897,4893,1488,"recklinghausen iv kreis recklinghausen  n haltern am see und oer-erkenschwick,    datteln  kreistags i,    dorsten  teile deuten, lembeck, rhade und wulfen sowie    marl  teile hüls-süd und sinsen-lenkerbeck",Recklinghausen,0.61,0.008067439302147452,0.007778285240840235,26845,1.0,63,64
26544,73,1694,95400,27684,4997,55443,2997,12705,Vom Kreis Recklinghausen die Gemeinden Castrop-Rauxel und Waltrop sowie von der GemeindeDatteln der Kreistagswahlbezirk II,848,5364,54477,966,11148,4722,Recklinghausen V,2738,54595,4292,1502,recklinghausen v kreis recklinghausen  n castrop-rauxel und waltrop sowie   datteln  kreistags ii,Recklinghausen,0.57,0.007016974996924544,0.007193458567375222,27684,1.0,51,76
27372,74,1750,99494,30140,4248,54176,2470,12073,"Von der kreisfreien Stadt Gelsenkirchen die Stadtbezirke 2 Gelsenkirchen-Nord, 3 Gelsenkirchen-West und 4 Gelsenkirchen-Ost",843,4814,53286,890,9804,4135,Gelsenkirchen I,1729,53333,2780,1488,"gelsenkirchen i  en  gelsenkirchen  bezirke 2 gelsenkirchen-nord, 3 gelsenkirchen-west und 4 gelsenkirchen-ost",Gelsenkirchen,0.54,0.006856620987922445,0.007502158980109333,30140,0.8,33,94
20644,75,1728,83961,23271,3703,41977,1707,8331,Von der kreisfreien Stadt Gelsenkirchen die Stadtbezirke 1 Gelsenkirchen-Mitte und 5 Gelsenkirchen-Süd,686,4155,41167,810,7036,3519,Gelsenkirchen II,1182,41291,2500,1504,gelsenkirchen ii  en  gelsenkirchen  bezirke 1 gelsenkirchen-mitte und 5 gelsenkirchen-süd,Gelsenkirchen,0.49,0.005312691583173739,0.0063309221674569295,23271,1.4,102,25
26861,76,1546,90226,29190,4151,54390,2842,12598,Kreisfreie Stadt Bottrop,766,4225,53515,875,10922,4225,Bottrop,1927,53624,2881,1441,bottrope  bottrop,Bottrop,0.59,0.006883705248322168,0.00680332277463309,29190,0.9,40,87
23363,77,914,109845,23182,3866,67732,4875,30704,"Vom Kreis Borken die Gemeinden Bocholt, Borken, Isselburg und Rhede",787,3862,66998,734,26163,5975,Borken I,2416,66945,5920,886,"borken i kreis borken  n bocholt, borken, isselburg und rhede",Borken,0.61,0.008572294978476872,0.008282656774982508,30704,0.8,28,99
20500,78,1117,109264,20204,4217,65833,5165,32553,"Vom Kreis Borken die Gemeinden Ahaus, Gronau (Westf.), Heek, Legden, Schöppingen, Stadtlohn und Vreden",797,4339,65098,735,27274,5024,Borken II,2819,65036,4066,1073,"borken ii kreis borken  n ahaus, gronau (westf.), heek, legden, schöppingen, lohn und vreden",Borken,0.6,0.00833195380792045,0.008238847556663379,32553,0.7,20,107
21789,79,893,111023,21233,4473,72794,5926,34792,"Vom Kreis Coesfeld die Gemeinden Billerbeck, Coesfeld, Havixbeck und Rosendahl sowie vom Kreis Borken die Gemeinden Gescher, Heiden, Raesfeld, Reken, Südlohn und Velen",742,4552,71994,800,29779,7216,Coesfeld I - Borken III,3698,72052,6826,883,"coesfeld i - borken iii kreis coesfeld  n billerbeck, coesfeld, havixbeck und rosendahl sowie  kreis borken  n gescher, heiden, raesfeld, reken, südlohn und velen",Coesfeld,0.65,0.009212951642698362,0.008371481661694961,34792,0.6,6,121
